>>>Applying grid seach
>>>Generanting test/train split
Fitting 5 folds for each of 576 candidates, totalling 2880 fits
0 params - {'clf__algorithm': 'SAMME', 'clf__learning_rate': 0.3, 'clf__n_estimators': 30, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
373 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 50, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.74; std - 0.00
374 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 50, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.74; std - 0.01
375 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 50, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.74; std - 0.01
376 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 50, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.74; std - 0.00
377 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 50, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.74; std - 0.01
378 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 50, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.74; std - 0.00
379 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 50, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.74; std - 0.00
380 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 50, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.66; std - 0.01
381 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 50, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.66; std - 0.01
382 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 50, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.66; std - 0.01
383 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 50, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.66; std - 0.01
384 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 100, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.75; std - 0.00
385 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 100, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.75; std - 0.01
386 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 100, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.76; std - 0.00
387 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 100, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.76; std - 0.01
388 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 100, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.76; std - 0.00
389 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 100, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.76; std - 0.01
390 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 100, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.76; std - 0.01
391 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 100, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.76; std - 0.01
392 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 100, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.67; std - 0.01
393 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 100, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.67; std - 0.01
394 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 100, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.67; std - 0.01
395 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 100, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.67; std - 0.01
396 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 200, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.78; std - 0.01
397 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 200, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.78; std - 0.00
398 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 200, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.77; std - 0.01
399 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 200, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.77; std - 0.01
400 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 200, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.77; std - 0.01
401 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 200, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.77; std - 0.01
402 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 200, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.77; std - 0.00
403 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 200, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.77; std - 0.01
404 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 200, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.68; std - 0.01
405 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 200, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.68; std - 0.01
406 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 200, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.68; std - 0.01
407 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 200, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.68; std - 0.01
408 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 400, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.79; std - 0.00
409 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 400, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.79; std - 0.01
410 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 400, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.79; std - 0.01
411 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 400, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.79; std - 0.01
412 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 400, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.78; std - 0.00
413 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 400, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.78; std - 0.00
414 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 400, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.78; std - 0.01
415 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 400, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.79; std - 0.01
416 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 400, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.69; std - 0.01
417 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 400, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.69; std - 0.01
418 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 400, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.69; std - 0.01
419 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 400, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.70; std - 0.01
420 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 600, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.79; std - 0.01
421 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 600, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.79; std - 0.01
422 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 600, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.79; std - 0.01
423 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 600, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.79; std - 0.01
424 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 600, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.78; std - 0.01
425 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 600, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.78; std - 0.01
426 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 600, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.78; std - 0.01
427 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 600, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.79; std - 0.01
428 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 600, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.69; std - 0.01
429 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 600, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.69; std - 0.01
430 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 600, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.70; std - 0.02
431 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.6, 'clf__n_estimators': 600, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.69; std - 0.01
432 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 30, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.73; std - 0.01
433 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 30, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.73; std - 0.01
434 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 30, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.72; std - 0.01
435 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 30, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.72; std - 0.01
436 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 30, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.73; std - 0.01
437 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 30, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.73; std - 0.01
438 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 30, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.73; std - 0.01
439 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 30, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.73; std - 0.00
440 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 30, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.65; std - 0.01
441 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 30, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.65; std - 0.01
442 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 30, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.66; std - 0.01
443 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 30, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.66; std - 0.01
444 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 50, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.75; std - 0.00
445 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 50, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.75; std - 0.01
446 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 50, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.74; std - 0.01
447 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 50, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.74; std - 0.01
448 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 50, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.74; std - 0.01
449 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 50, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.74; std - 0.01
450 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 50, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.74; std - 0.01
451 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 50, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.74; std - 0.01
452 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 50, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.66; std - 0.01
453 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 50, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.66; std - 0.01
454 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 50, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.66; std - 0.01
455 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 50, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.66; std - 0.01
456 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 100, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.76; std - 0.01
457 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 100, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.75; std - 0.01
458 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 100, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.75; std - 0.01
459 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 100, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.75; std - 0.01
460 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 100, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.76; std - 0.01
461 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 100, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.76; std - 0.01
462 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 100, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.76; std - 0.00
463 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 100, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.76; std - 0.01
464 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 100, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.66; std - 0.01
465 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 100, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.66; std - 0.01
466 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 100, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.66; std - 0.01
467 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 100, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.66; std - 0.01
468 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 200, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.77; std - 0.01
469 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 200, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.77; std - 0.01
470 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 200, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.77; std - 0.01
471 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 200, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.76; std - 0.01
472 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 200, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.76; std - 0.01
473 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 200, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.76; std - 0.01
474 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 200, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.76; std - 0.01
475 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 200, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.76; std - 0.00
476 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 200, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.67; std - 0.01
477 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 200, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.67; std - 0.01
478 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 200, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.67; std - 0.01
479 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 200, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.67; std - 0.01
480 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 400, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.77; std - 0.01
481 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 400, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.78; std - 0.01
482 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 400, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.78; std - 0.01
483 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 400, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.78; std - 0.01
484 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 400, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.77; std - 0.01
485 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 400, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.77; std - 0.01
486 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 400, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.77; std - 0.01
487 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 400, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.77; std - 0.01
488 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 400, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.68; std - 0.01
489 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 400, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.68; std - 0.01
490 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 400, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.68; std - 0.02
491 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 400, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.68; std - 0.01
492 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 600, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.78; std - 0.01
493 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 600, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.78; std - 0.01
494 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 600, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.78; std - 0.00
495 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 600, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.78; std - 0.01
